Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Profit Ratio,Profit Ratio (copy),Quantity,Sales
Office Supplies,Columbus,United States,Ryan Crowe,Tyvek,8/25/2016,CA-2016-115259,43229,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",East,Consumer,8/27/2016,Second Class,Ohio,Envelopes,20%,1,$44,34%,34%,6,$130
Furniture,Seattle,United States,Dave Kipp,Hon,3/2/2017,CA-2017-110457,98103,Hon Racetrack Conference Tables,West,Consumer,3/6/2017,Standard Class,Washington,Tables,0%,1,$165,21%,21%,3,$788
Office Supplies,Bristol,United States,Greg Guthrie,GBC,4/5/2017,US-2017-136476,37620,GBC DocuBind 300 Electric Binding Machine,South,Corporate,4/10/2017,Standard Class,Tennessee,Binders,70%,1,-$116,-73%,-73%,1,$158
Furniture,Wilmington,United States,Steven Cartwright,Other,6/12/2018,CA-2018-103730,19805,Artistic Insta-Plaque,East,Consumer,6/15/2018,First Class,Delaware,Furnishings,0%,1,$18,39%,39%,3,$47
Office Supplies,Wilmington,United States,Steven Cartwright,DXL,6/12/2018,CA-2018-103730,19805,DXL Angle-View Binders with Locking Rings by Samsill,East,Consumer,6/15/2018,First Class,Delaware,Binders,0%,1,$14,45%,45%,4,$31
Office Supplies,Wilmington,United States,Steven Cartwright,Other,6/12/2018,CA-2018-103730,19805,"Companion Letter/Legal File, Black",East,Consumer,6/15/2018,First Class,Delaware,Storage,0%,1,$63,28%,28%,6,$227
Office Supplies,Wilmington,United States,Steven Cartwright,Global,6/12/2018,CA-2018-103730,19805,Globe Weis Peel & Seel First Class Envelopes,East,Consumer,6/15/2018,First Class,Delaware,Envelopes,0%,1,$52,45%,45%,9,$115
Technology,Wilmington,United States,Steven Cartwright,Other,6/12/2018,CA-2018-103730,19805,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,East,Consumer,6/15/2018,First Class,Delaware,Phones,0%,1,$20,29%,29%,7,$68
Furniture,Houston,United States,Alan Dominguez,Global,12/26/2016,US-2016-152030,77041,Global Deluxe High-Back Manager's Chair,Central,Home Office,12/28/2016,Second Class,Texas,Chairs,30%,1,-$9,-1%,-1%,3,$601
Furniture,Bloomington,United States,Philip Fox,Bevis,9/20/2016,US-2016-134614,61701,Bevis 44 x 96 Conference Tables,Central,Consumer,9/25/2016,Standard Class,Illinois,Tables,50%,1,-$408,-66%,-66%,6,$618
Office Supplies,Phoenix,United States,Troy Staebel,Avery,11/5/2019,US-2019-107272,85023,"Avery Durable Slant Ring Binders, No Labels",West,Consumer,11/12/2019,Standard Class,Arizona,Binders,70%,1,-$2,-77%,-77%,2,$2
Office Supplies,Phoenix,United States,Troy Staebel,Other,11/5/2019,US-2019-107272,85023,"Trav-L-File Heavy-Duty Shuttle II, Black",West,Consumer,11/12/2019,Standard Class,Arizona,Storage,20%,1,$30,13%,13%,7,$244
Furniture,Los Angeles,United States,Lindsay Shagiari,Global,11/6/2018,US-2018-125969,90004,"Global Task Chair, Black",West,Home Office,11/10/2018,Second Class,California,Chairs,20%,1,-$9,-11%,-11%,2,$81
Furniture,Los Angeles,United States,Lindsay Shagiari,Eldon,11/6/2018,US-2018-125969,90004,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,West,Home Office,11/10/2018,Second Class,California,Furnishings,0%,1,$26,11%,11%,3,$239
Technology,Columbus,United States,Dorothy Wardle,Anker,2/2/2019,US-2019-164147,43229,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,East,Corporate,2/5/2019,First Class,Ohio,Phones,40%,1,-$12,-20%,-20%,5,$60
Office Supplies,Columbus,United States,Dorothy Wardle,Xerox,2/2/2019,US-2019-164147,43229,Xerox 1916,East,Corporate,2/5/2019,First Class,Ohio,Paper,20%,1,$29,38%,38%,2,$78
Office Supplies,Columbus,United States,Dorothy Wardle,Other,2/2/2019,US-2019-164147,43229,Staples,East,Corporate,2/5/2019,First Class,Ohio,Fasteners,20%,1,$7,33%,33%,9,$21
Office Supplies,Roseville,United States,Lena Creighton,Xerox,10/13/2018,CA-2018-145583,95661,Xerox 195,West,Consumer,10/19/2018,Standard Class,California,Paper,0%,1,$10,48%,48%,3,$20
Office Supplies,Roseville,United States,Lena Creighton,Xerox,10/13/2018,CA-2018-145583,95661,Xerox 1880,West,Consumer,10/19/2018,Standard Class,California,Paper,0%,1,$17,47%,47%,1,$35
Office Supplies,Roseville,United States,Lena Creighton,Sanford,10/13/2018,CA-2018-145583,95661,"Sanford Colorific Colored Pencils, 12/Box",West,Consumer,10/19/2018,Standard Class,California,Art,0%,1,$3,30%,30%,4,$12
Office Supplies,Roseville,United States,Lena Creighton,Other,10/13/2018,CA-2018-145583,95661,Ideal Clamps,West,Consumer,10/19/2018,Standard Class,California,Fasteners,0%,1,$2,49%,49%,2,$4
Office Supplies,Roseville,United States,Lena Creighton,GBC,10/13/2018,CA-2018-145583,95661,GBC Wire Binding Strips,West,Consumer,10/19/2018,Standard Class,California,Binders,20%,1,$27,35%,35%,3,$76
Office Supplies,Roseville,United States,Lena Creighton,Fiskars,10/13/2018,CA-2018-145583,95661,Fiskars Softgrip Scissors,West,Consumer,10/19/2018,Standard Class,California,Supplies,0%,1,$18,28%,28%,6,$66
Furniture,Roseville,United States,Lena Creighton,Other,10/13/2018,CA-2018-145583,95661,Longer-Life Soft White Bulbs,West,Consumer,10/19/2018,Standard Class,California,Furnishings,0%,1,$21,48%,48%,14,$43
Furniture,Philadelphia,United States,Jonathan Doherty,Howard Miller,9/5/2018,CA-2018-110366,19140,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,Corporate,9/7/2018,Second Class,Pennsylvania,Furnishings,20%,1,$10,13%,13%,2,$83
Office Supplies,San Francisco,United States,Sally Hughsby,Newell,9/18/2019,CA-2019-106180,94122,Newell 343,West,Corporate,9/23/2019,Standard Class,California,Art,0%,1,$2,27%,27%,3,$9
Office Supplies,San Francisco,United States,Sally Hughsby,Other,9/18/2019,CA-2019-106180,94122,Convenience Packs of Business Envelopes,West,Corporate,9/23/2019,Standard Class,California,Envelopes,0%,1,$5,47%,47%,3,$11
Office Supplies,San Francisco,United States,Sally Hughsby,Xerox,9/18/2019,CA-2019-106180,94122,Xerox 1911,West,Corporate,9/23/2019,Standard Class,California,Paper,0%,1,$69,48%,48%,3,$144
Office Supplies,Independence,United States,Sandra Glassco,Sanyo,12/22/2019,CA-2019-155376,64055,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Central,Consumer,12/27/2019,Standard Class,Missouri,Appliances,0%,1,$218,26%,26%,3,$839
Office Supplies,Pasadena,United States,Helen Andreada,SAFCO,9/7/2017,CA-2017-110744,91104,Safco Industrial Wire Shelving,West,Consumer,9/12/2017,Standard Class,California,Storage,0%,1,$20,3%,3%,7,$672
Furniture,Newark,United States,Maureen Gastineau,Seth Thomas,10/22/2016,CA-2016-110072,43055,"Seth Thomas 14"" Putty-Colored Wall Clock",East,Home Office,10/28/2016,Standard Class,Ohio,Furnishings,20%,1,$13,14%,14%,4,$94
Technology,Franklin,United States,Justin Ellison,Plantronics,12/5/2018,CA-2018-114489,53132,Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,Corporate,12/9/2018,Standard Class,Wisconsin,Phones,0%,1,$104,27%,27%,11,$384
Technology,Franklin,United States,Justin Ellison,Anker,12/5/2018,CA-2018-114489,53132,Anker Astro 15000mAh USB Portable Charger,Central,Corporate,12/9/2018,Standard Class,Wisconsin,Phones,0%,1,$6,4%,4%,3,$150
Furniture,Franklin,United States,Justin Ellison,Hon,12/5/2018,CA-2018-114489,53132,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Central,Corporate,12/9/2018,Standard Class,Wisconsin,Chairs,0%,1,$586,30%,30%,8,"$1,952"
Office Supplies,Franklin,United States,Justin Ellison,GBC,12/5/2018,CA-2018-114489,53132,GBC Prestige Therm-A-Bind Covers,Central,Corporate,12/9/2018,Standard Class,Wisconsin,Binders,0%,1,$81,47%,47%,5,$172
Office Supplies,Scottsdale,United States,Tamara Willingham,Belkin,3/13/2018,CA-2018-158834,85254,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,West,Home Office,3/16/2018,First Class,Arizona,Appliances,20%,1,$18,11%,11%,5,$158
Technology,Scottsdale,United States,Tamara Willingham,Jabra,3/13/2018,CA-2018-158834,85254,Jabra BIZ 2300 Duo QD Duo Corded Headset,West,Home Office,3/16/2018,First Class,Arizona,Phones,20%,1,$15,8%,8%,2,$203
Office Supplies,San Jose,United States,Stephanie Phelps,Southworth,5/31/2017,CA-2017-124919,95123,Southworth 25% Cotton Antique Laid Paper & Envelopes,West,Corporate,6/2/2017,First Class,California,Paper,0%,1,$26,45%,45%,7,$58
Office Supplies,San Jose,United States,Stephanie Phelps,Xerox,5/31/2017,CA-2017-124919,95123,Xerox 1883,West,Corporate,6/2/2017,First Class,California,Paper,0%,1,$49,46%,46%,4,$106
Office Supplies,San Jose,United States,Stephanie Phelps,Tenex,5/31/2017,CA-2017-124919,95123,"Tenex Personal Project File with Scoop Front Design, Black",West,Corporate,6/2/2017,First Class,California,Storage,0%,1,$21,26%,26%,6,$81
Office Supplies,Seattle,United States,Neil Knudson,Newell,5/28/2017,CA-2017-118948,98105,Newell 311,West,Home Office,6/3/2017,Standard Class,Washington,Art,0%,1,$2,27%,27%,3,$7
Furniture,Seattle,United States,Dave Brooks,Global,3/1/2016,CA-2016-104269,98115,Global Deluxe High-Back Manager's Chair,West,Consumer,3/6/2016,Second Class,Washington,Chairs,20%,1,$51,11%,11%,2,$458
Office Supplies,Edmond,United States,Nora Paige,Avery,11/20/2018,CA-2018-114104,73034,Avery 519,Central,Consumer,11/24/2018,Standard Class,Oklahoma,Labels,0%,1,$7,47%,47%,2,$15
Technology,Edmond,United States,Nora Paige,Avaya,11/20/2018,CA-2018-114104,73034,Avaya 5420 Digital phone,Central,Consumer,11/24/2018,Standard Class,Oklahoma,Phones,0%,1,$236,25%,25%,7,$945
Office Supplies,Los Angeles,United States,Ted Trevino,Xerox,5/11/2018,CA-2018-162733,90045,Xerox 1920,West,Consumer,5/12/2018,First Class,California,Paper,0%,1,$3,45%,45%,1,$6
Technology,Philadelphia,United States,Eric Murdock,Other,12/28/2017,CA-2017-119697,19134,Lenovo 17-Key USB Numeric Keypad,East,Consumer,12/31/2017,Second Class,Pennsylvania,Accessories,20%,1,$1,2%,2%,2,$54
Office Supplies,Carlsbad,United States,Ruben Dartt,Staple envelope,11/16/2018,CA-2018-154508,88220,Staple envelope,West,Consumer,11/20/2018,Standard Class,New Mexico,Envelopes,0%,1,$13,47%,47%,5,$28
Office Supplies,Seattle,United States,Max Jones,Wilson Jones,11/7/2018,CA-2018-113817,98115,Wilson Jones International Size A4 Ring Binders,West,Consumer,11/11/2018,Standard Class,Washington,Binders,20%,1,$10,35%,35%,2,$28
Office Supplies,San Antonio,United States,Becky Martin,BIC,9/8/2016,CA-2016-139892,78207,BIC Brite Liner Highlighters,Central,Consumer,9/12/2016,Standard Class,Texas,Art,20%,1,$3,28%,28%,3,$10
Technology,San Antonio,United States,Becky Martin,Other,9/8/2016,CA-2016-139892,78207,Lexmark MX611dhe Monochrome Laser Printer,Central,Consumer,9/12/2016,Standard Class,Texas,Machines,40%,1,"-$1,360",-17%,-17%,8,"$8,160"
Office Supplies,San Antonio,United States,Becky Martin,Space Solutions,9/8/2016,CA-2016-139892,78207,Space Solutions HD Industrial Steel Shelving.,Central,Consumer,9/12/2016,Standard Class,Texas,Storage,20%,1,-$59,-21%,-21%,3,$276
Furniture,San Antonio,United States,Becky Martin,SAFCO,9/8/2016,CA-2016-139892,78207,SAFCO Arco Folding Chair,Central,Consumer,9/12/2016,Standard Class,Texas,Chairs,30%,1,-$25,-1%,-1%,9,"$1,740"
Office Supplies,San Antonio,United States,Becky Martin,Sanford,9/8/2016,CA-2016-139892,78207,Sanford Liquid Accent Highlighters,Central,Consumer,9/12/2016,Standard Class,Texas,Art,20%,1,$7,21%,21%,6,$32
Office Supplies,San Antonio,United States,Becky Martin,Kensington,9/8/2016,CA-2016-139892,78207,Kensington 7 Outlet MasterPiece Power Center,Central,Consumer,9/12/2016,Standard Class,Texas,Appliances,80%,1,-$454,-255%,-255%,5,$178
Technology,San Antonio,United States,Becky Martin,Other,9/8/2016,CA-2016-139892,78207,JBL Micro Wireless Portable Bluetooth Speaker,Central,Consumer,9/12/2016,Standard Class,Texas,Phones,20%,1,$9,6%,6%,3,$144
Office Supplies,Los Angeles,United States,Chad Sievert,Adams,8/5/2016,CA-2016-118962,90004,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",West,Consumer,8/9/2016,Standard Class,California,Paper,0%,1,$10,47%,47%,3,$21
Office Supplies,Los Angeles,United States,Chad Sievert,Xerox,8/5/2016,CA-2016-118962,90004,Xerox 1913,West,Consumer,8/9/2016,Standard Class,California,Paper,0%,1,$53,48%,48%,2,$111
Furniture,Los Angeles,United States,Chad Sievert,Global,8/5/2016,CA-2016-118962,90004,"Global Value Steno Chair, Gray",West,Consumer,8/9/2016,Standard Class,California,Chairs,20%,1,$21,6%,6%,7,$340
Office Supplies,Chicago,United States,Jennifer Braxton,Kensington,9/14/2016,US-2016-100853,60623,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Central,Corporate,9/19/2016,Standard Class,Illinois,Appliances,80%,1,-$131,-250%,-250%,2,$52
Office Supplies,Chicago,United States,Jennifer Braxton,Avery,9/14/2016,US-2016-100853,60623,Avery 51,Central,Corporate,9/19/2016,Standard Class,Illinois,Labels,20%,1,$7,33%,33%,4,$20
Office Supplies,Houston,United States,Shirley Jackson,Acco,4/21/2019,US-2019-152366,77036,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Central,Consumer,4/25/2019,Second Class,Texas,Appliances,80%,1,-$243,-250%,-250%,4,$97
Furniture,Newark,United States,Joel Eaton,Other,11/21/2017,US-2017-101511,43055,"Padded Folding Chairs, Black, 4/Carton",East,Consumer,11/23/2017,Second Class,Ohio,Chairs,30%,1,-$11,-3%,-3%,7,$397
Office Supplies,Newark,United States,Joel Eaton,Acme,11/21/2017,US-2017-101511,43055,Acme Rosewood Handle Letter Opener,East,Consumer,11/23/2017,Second Class,Ohio,Supplies,20%,1,-$4,-24%,-24%,5,$16
Office Supplies,New York City,United States,Jim Kriz,Sanford,12/15/2017,CA-2017-137225,10009,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",East,Home Office,12/19/2017,Standard Class,New York,Art,0%,1,$1,43%,43%,1,$3
Office Supplies,Decatur,United States,David Kendrick,Tenex,12/5/2016,CA-2016-166191,62521,"Tenex File Box, Personal Filing Tote with Lid, Black",Central,Corporate,12/9/2016,Second Class,Illinois,Storage,20%,1,$2,8%,8%,2,$25
Technology,Decatur,United States,David Kendrick,Imation,12/5/2016,CA-2016-166191,62521,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Central,Corporate,12/9/2016,Second Class,Illinois,Accessories,20%,1,$77,19%,19%,7,$409
Technology,Monroe,United States,Robert Marley,AT&T,11/19/2016,CA-2016-158274,71203,AT&T TR1909W,South,Home Office,11/24/2016,Second Class,Louisiana,Phones,0%,1,$131,26%,26%,4,$504
Technology,Monroe,United States,Robert Marley,Nokia,11/19/2016,CA-2016-158274,71203,Nokia Lumia 521 (T-Mobile),South,Home Office,11/24/2016,Second Class,Louisiana,Phones,0%,1,$42,28%,28%,5,$150
Technology,Monroe,United States,Robert Marley,HP,11/19/2016,CA-2016-158274,71203,HP Standard 104 key PS/2 Keyboard,South,Home Office,11/24/2016,Second Class,Louisiana,Accessories,0%,1,$7,25%,25%,2,$29
Office Supplies,Fairfield,United States,Sally Knutson,Avery,11/28/2018,CA-2018-105018,06824,Avery Poly Binder Pockets,East,Consumer,12/2/2018,Standard Class,Connecticut,Binders,0%,1,$3,48%,48%,2,$7
Technology,Los Angeles,United States,Frank Merwin,SanDisk,8/26/2016,CA-2016-123260,90032,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,West,Home Office,8/30/2016,Standard Class,California,Accessories,0%,1,$23,13%,13%,8,$177
Office Supplies,Grand Prairie,United States,Alice McCarthy,Other,7/16/2018,CA-2018-157000,75051,"Personal Filing Tote with Lid, Black/Gray",Central,Corporate,7/22/2018,Standard Class,Texas,Storage,20%,1,$4,10%,10%,3,$37
Office Supplies,Grand Prairie,United States,Alice McCarthy,Southworth,7/16/2018,CA-2018-157000,75051,Southworth 25% Cotton Antique Laid Paper & Envelopes,Central,Corporate,7/22/2018,Standard Class,Texas,Paper,20%,1,$6,31%,31%,3,$20
Furniture,New York City,United States,Mark Packer,Atlantic,10/12/2017,CA-2017-102281,10035,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",East,Home Office,10/14/2017,First Class,New York,Bookcases,20%,1,$112,13%,13%,4,$899
Technology,New York City,United States,Mark Packer,Other,10/12/2017,CA-2017-102281,10035,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,East,Home Office,10/14/2017,First Class,New York,Phones,0%,1,$20,28%,28%,6,$72
Office Supplies,New York City,United States,Mark Packer,Xerox,10/12/2017,CA-2017-102281,10035,Xerox 205,East,Home Office,10/14/2017,First Class,New York,Paper,0%,1,$25,48%,48%,8,$52
Furniture,New York City,United States,Mark Packer,Atlantic,10/12/2017,CA-2017-102281,10035,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",East,Home Office,10/14/2017,First Class,New York,Bookcases,20%,1,$47,8%,8%,3,$626
Office Supplies,New York City,United States,Mark Packer,Other,10/12/2017,CA-2017-102281,10035,4009 Highlighters by Sanford,East,Home Office,10/14/2017,First Class,New York,Art,0%,1,$7,33%,33%,5,$20
Office Supplies,Redlands,United States,Mary Zewe,Poly,10/31/2017,CA-2017-131457,92374,Poly String Tie Envelopes,West,Corporate,11/6/2017,Standard Class,California,Envelopes,0%,1,$7,47%,47%,7,$14
Office Supplies,Hamilton,United States,Cassandra Brandow,Binney & Smith,3/21/2016,CA-2016-140004,45011,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",East,Consumer,3/25/2016,Standard Class,Ohio,Art,20%,1,$1,16%,16%,2,$7
Office Supplies,Hamilton,United States,Cassandra Brandow,Binney & Smith,3/21/2016,CA-2016-140004,45011,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",East,Consumer,3/25/2016,Standard Class,Ohio,Art,20%,1,$2,26%,26%,3,$6
Office Supplies,Westfield,United States,Valerie Mitchum,Decoflex,11/6/2019,CA-2019-107720,07090,Decoflex Hanging Personal Folder File,East,Home Office,11/13/2019,Standard Class,New Jersey,Storage,0%,1,$12,26%,26%,3,$46
Office Supplies,Philadelphia,United States,Fred Hopkins,Pressboard,7/6/2019,US-2019-124303,19120,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",East,Corporate,7/13/2019,Standard Class,Pennsylvania,Binders,70%,1,-$2,-77%,-77%,2,$3
Office Supplies,Philadelphia,United States,Fred Hopkins,Wirebound,7/6/2019,US-2019-124303,19120,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",East,Corporate,7/13/2019,Standard Class,Pennsylvania,Paper,20%,1,$6,36%,36%,3,$16
Office Supplies,Akron,United States,Maria Bertelson,Southworth,6/24/2019,CA-2019-105074,44312,Southworth 25% Cotton Linen-Finish Paper & Envelopes,East,Consumer,6/29/2019,Standard Class,Ohio,Paper,20%,1,$7,31%,31%,3,$22
Furniture,Denver,United States,Bruce Stewart,Other,8/3/2016,CA-2016-133690,80219,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,West,Consumer,8/5/2016,First Class,Colorado,Tables,50%,1,-$162,-74%,-74%,2,$219
Office Supplies,Denver,United States,Bruce Stewart,Other,8/3/2016,CA-2016-133690,80219,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",West,Consumer,8/5/2016,First Class,Colorado,Appliances,20%,1,$0,11%,11%,1,$3
Office Supplies,Dallas,United States,Logan Currie,Eureka,12/17/2019,US-2019-116701,75220,Eureka Sanitaire  Commercial Upright,Central,Consumer,12/21/2019,Second Class,Texas,Appliances,80%,1,-$179,-270%,-270%,2,$66
Furniture,Franklin,United States,Heather Kirkland,Eldon,6/3/2019,CA-2019-126382,37064,"Eldon 200 Class Desk Accessories, Burgundy",South,Corporate,6/7/2019,Standard Class,Tennessee,Furnishings,20%,1,$10,28%,28%,7,$35
Technology,Whittier,United States,Laurel Elliston,Nortel,12/9/2019,CA-2019-108329,90604,Nortel Business Series Terminal T7208 Digital phone,West,Consumer,12/14/2019,Standard Class,California,Phones,20%,1,$44,10%,10%,4,$445
Office Supplies,Saginaw,United States,Joseph Holt,Tennsco,12/1/2019,CA-2019-135860,48601,"Tennsco Lockers, Gray",Central,Consumer,12/7/2019,Standard Class,Michigan,Storage,0%,1,$6,7%,7%,4,$84
Technology,Saginaw,United States,Joseph Holt,Panasonic,12/1/2019,CA-2019-135860,48601,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Central,Consumer,12/7/2019,Standard Class,Michigan,Phones,0%,1,$36,27%,27%,2,$132
Office Supplies,Saginaw,United States,Joseph Holt,Avery,12/1/2019,CA-2019-135860,48601,"Avery Durable Slant Ring Binders, No Labels",Central,Consumer,12/7/2019,Standard Class,Michigan,Binders,0%,1,$7,47%,47%,4,$16
